is_closed,age_of_account,badge_score,posts_with_negative_scores,post_score,accepted_answer_score,comment_score,number_of_urls,number_of_stackoverflow_urls,title_length,body_length,number_of_tags,number_of_short_words
closed,1458740682636,7.0,0,5,0,0,0,0,33,385,4,35
